timestamp,latitude,longitude,altitude_km,velocity_kmph,visibility
2025-05-18 00:00:02,-36.226810220148,75.895943201477,429.8512995326,27551.701098503,eclipsed
2025-05-18 00:30:01,-12.021925841611,-156.59274745906,422.16845062806,27568.429760464,daylight
2025-05-18 01:00:01,50.458043787689,-47.02576976095,422.25392722515,27594.137141088,daylight
2025-05-18 01:30:02,-28.698797837919,43.333809410365,426.57135690421,27559.394129455,eclipsed
2025-05-18 02:00:03,-20.432685626916,173.12457101412,424.81307508484,27561.39712744,daylight
2025-05-18 02:30:02,51.790781744502,-87.388874917464,422.69192833214,27593.429696804,daylight
2025-05-18 03:00:02,-20.560878570548,12.108428468785,423.36143709115,27567.347935282,eclipsed
2025-05-18 03:30:02,-28.620332105926,141.87194004016,427.85652391045,27554.122834058,daylight
2025-05-18 04:00:02,50.458374614373,-127.85089208548,422.57520137132,27592.8217494,visible
2025-05-18 04:30:02,-12.050218856728,-18.262496337837,420.55849991788,27574.952842677,eclipsed
2025-05-18 05:00:02,-36.152956577974,109.33011356337,430.90501829364,27547.35375993,daylight
2025-05-18 05:30:02,46.696058772308,-166.54496864065,421.94929103637,27592.274585235,daylight
2025-05-18 06:00:02,-3.3414677568352,-48.173445803325,418.42987129443,27581.691019777,eclipsed
2025-05-18 06:30:02,-42.740593486159,74.897026640955,433.62357689816,27541.643781943,daylight
2025-05-18 07:00:01,41.034528972376,157.19409182989,420.96166994956,27591.613709794,daylight
2025-05-18 07:30:02,5.4122631556244,-77.953569838812,417.14107674052,27587.13487221,eclipsed
2025-05-18 08:00:01,-47.926116130877,38.012321769622,435.67326069548,27537.557491936,daylight
2025-05-18 08:30:01,34.128518967873,123.32464085321,419.81510975195,27590.7228404,daylight
2025-05-18 09:00:01,14.143983220491,-107.98496426455,416.71993842201,27591.235322409,eclipsed
2025-05-18 09:30:01,-51.07013964161,-1.2094484322738,436.82303618359,27535.450196305,daylight
2025-05-18 10:00:02,26.424454832442,91.232600730789,418.8681156966,27589.043236248,daylight
2025-05-18 10:30:02,22.54584509491,-138.49339903879,417.08741126456,27593.857804752,eclipsed
2025-05-18 11:00:02,-51.69875131934,-41.690900946926,436.91265419158,27535.584653058,daylight
2025-05-18 11:30:02,18.147896332149,60.286093997904,418.34035827249,27586.407372133,daylight
2025-05-18 12:00:01,30.624362198366,-170.0599966514,418.05958887494,27595.217307622,eclipsed
2025-05-18 12:30:02,-49.699680907448,-81.756143199234,435.91879226921,27537.987725423,daylight
2025-05-18 13:00:02,9.5597001387571,30.080629320067,418.46112869058,27582.63252634,daylight
2025-05-18 13:30:02,37.933090542318,156.99337254616,419.35364161738,27595.553919637,eclipsed
2025-05-18 14:00:02,-45.418900463273,-119.77096532632,433.94256381877,27542.475717666,daylight
2025-05-18 14:30:02,0.82384179791338,0.23975841942441,419.36513862148,27577.663958458,daylight
2025-05-18 15:00:01,44.262808064488,121.87050738103,420.70862161399,27595.212694206,eclipsed
2025-05-18 15:30:01,-39.4033752123,-155.36032158438,431.18780809481,27548.704277823,eclipsed
2025-05-18 16:00:01,-7.9714180123076,-29.604390694321,421.08454664236,27571.575440523,daylight
2025-05-18 16:30:03,48.928290879035,84.501998530716,421.82045471188,27594.535437442,daylight
2025-05-18 17:00:02,-32.310234764702,171.32929226087,428.01592146992,27556.021320293,eclipsed
2025-05-18 17:30:01,-16.587297657485,-59.707913155782,423.4951276556,27564.723440578,daylight
2025-05-18 18:00:03,51.482768556232,44.723123209171,422.51797194329,27593.771800895,daylight
2025-05-18 18:30:01,-24.378274335002,139.50451061271,424.71099962469,27563.974995357,eclipsed
2025-05-18 19:00:02,-24.871488559314,-90.4252548941,426.36954780637,27557.556019316,daylight
2025-05-18 19:30:02,51.410883121454,3.9171004577134,422.67122394736,27593.084069523,daylight
2025-05-18 20:00:02,-16.068085852077,108.8348559711,421.70029315189,27571.758296217,eclipsed
2025-05-18 20:30:02,-32.71959305001,-122.27443694669,429.44064840615,27550.534283866,daylight
2025-05-18 21:00:03,48.750289184692,-35.675285612788,422.27858595542,27592.50681309,daylight
2025-05-18 21:30:02,-7.4364610599322,78.756160377229,419.23252541902,27578.942067472,eclipsed
2025-05-18 22:00:02,-39.797439886416,-155.74523230648,432.34628707067,27544.295165327,daylight
2025-05-18 22:30:02,43.900937550965,-73.140471591785,421.43824226674,27591.913621032,daylight
2025-05-18 23:00:02,1.3146546759915,48.952517798478,417.54097143314,27585.035589156,eclipsed
2025-05-18 23:30:01,-45.725752807821,168.52661364669,434.75497935347,27539.387841993,daylight
2025-05-19 00:00:02,37.532503984215,-108.05023060435,420.36103196387,27591.090557471,daylight
2025-05-19 00:30:02,10.048959817001,19.097826943267,416.72311868669,27589.760286889,eclipsed
2025-05-19 01:00:01,-49.885913344378,130.37325322342,436.34446615944,27536.349738486,daylight
2025-05-19 01:30:02,30.135073358777,-140.94029029557,419.30358962778,27589.746101215,daylight
2025-05-19 02:00:02,18.626494623076,-11.140749821445,416.75001560042,27593.021929894,eclipsed
2025-05-19 02:30:02,-51.732119366029,90.330598242247,436.92789605167,27535.468895589,daylight
2025-05-19 03:00:02,22.077329467998,-172.38310870253,418.54482394867,27587.586094522,daylight
2025-05-19 03:30:01,26.927533750342,-42.189558034465,417.48223440015,27594.909533585,eclipsed
2025-05-19 04:00:02,-50.952314789503,49.785838247164,436.4280088634,27536.858805226,daylight
2025-05-19 04:30:02,13.614917394684,157.11749824799,418.33591924428,27584.373415095,daylight
2025-05-19 05:00:02,34.589957038161,-74.374004859097,418.66805037663,27595.626376702,eclipsed
2025-05-19 05:30:01,-47.650253987522,10.60664286406,434.87155984125,27540.46674997,daylight
2025-05-19 06:00:03,4.9835897289582,127.18700695015,418.85180408042,27580.013178046,daylight
2025-05-19 06:30:03,41.400190754424,-108.31994516684,420.03458163107,27595.512045582,eclipsed
2025-05-19 07:00:02,-42.421829656286,-25.991324443591,432.46330488406,27545.914591653,daylight
2025-05-19 07:30:02,-3.8357675745262,97.360996127047,420.16543990779,27574.558210629,daylight
2025-05-19 08:00:01,47.003771611206,-144.82498980307,421.38051852157,27594.689011179,visible
2025-05-19 08:30:02,-35.762592015125,-60.323280839856,429.44911621316,27552.796398716,eclipsed
2025-05-19 09:00:02,-12.528594301232,67.440843609613,422.25098784323,27568.096581789,daylight
